## STRATEGY: all
## SKIPPED: ['has_modification', 'located_in', 'participates_in', 'lacks_modification', 'lacks_part', 'has_part', 'has_function', 'part_of', 'has_quality', 'has_component', 'only_in_taxon', '1to1_ortholog_of', 'has_gene_template', 'derives_from']
true_positive	11532192	902	917	leptin receptor	pr	PR:000001875	(PR) leptin receptor ({CD295, OB-R, B219, OB receptor, LEP-R, HuB219}{OBR, LEPR, DB})
true_positive	11532192	16816	16824	myocilin	pr	PR:000010873	(PR) myocilin (trabecular meshwork-induced glucocorticoid response protein{TIGR, GLC1A, MYOC})
true_positive	11532192	32613	32623	Tyrosinase	pr	PR:000016877	(PR) tyrosinase ({tumor rejection antigen AB, SK29-AB, albino locus protein, monophenol monooxygenase, LB24-AB}TYR)
true_positive	11532192	32565	32575	Tyrosinase	pr	PR:000016877	(PR) tyrosinase ({tumor rejection antigen AB, SK29-AB, albino locus protein, monophenol monooxygenase, LB24-AB}TYR)
true_positive	11532192	32679	32689	Tyrosinase	pr	PR:000016877	(PR) tyrosinase ({tumor rejection antigen AB, SK29-AB, albino locus protein, monophenol monooxygenase, LB24-AB}TYR)
true_positive	11532192	33006	33016	tyrosinase	pr	PR:000016877	(PR) tyrosinase ({tumor rejection antigen AB, SK29-AB, albino locus protein, monophenol monooxygenase, LB24-AB}TYR)
true_positive	11532192	902	908	leptin	pr	PR:000009758	(PR) leptin ({obesity factor, obese protein}{LEP, OBS, OB})
true_positive	11532192	1029	1039	tyrosinase	pr	PR:000016877	(PR) tyrosinase ({tumor rejection antigen AB, SK29-AB, albino locus protein, monophenol monooxygenase, LB24-AB}TYR)
false_positive	11532192	1529	1532	Tyr	pr	PR:000016877	(PR) tyrosinase ({tumor rejection antigen AB, SK29-AB, albino locus protein, monophenol monooxygenase, LB24-AB}TYR)
true_positive	11532192	18813	18817	Car2	pr	PR:000004918	(PR) carbonic anhydrase 2 ({carbonic anhydrase C, CA-II, carbonate dehydratase II, carbonic anhydrase II}{CAC, CA2, Car2})
true_positive	11532192	19521	19525	Car2	pr	PR:000004918	(PR) carbonic anhydrase 2 ({carbonic anhydrase C, CA-II, carbonate dehydratase II, carbonic anhydrase II}{CAC, CA2, Car2})
true_positive	11532192	19705	19709	Car2	pr	PR:000004918	(PR) carbonic anhydrase 2 ({carbonic anhydrase C, CA-II, carbonate dehydratase II, carbonic anhydrase II}{CAC, CA2, Car2})
true_positive	11532192	19990	20005	leptin receptor	pr	PR:000001875	(PR) leptin receptor ({CD295, OB-R, B219, OB receptor, LEP-R, HuB219}{OBR, LEPR, DB})
true_positive	11532192	19990	19996	leptin	pr	PR:000009758	(PR) leptin ({obesity factor, obese protein}{LEP, OBS, OB})
false_positive	11532192	20316	20319	Tyr	pr	PR:000016877	(PR) tyrosinase ({tumor rejection antigen AB, SK29-AB, albino locus protein, monophenol monooxygenase, LB24-AB}TYR)
true_positive	11532192	20486	20496	tyrosinase	pr	PR:000016877	(PR) tyrosinase ({tumor rejection antigen AB, SK29-AB, albino locus protein, monophenol monooxygenase, LB24-AB}TYR)
