## STRATEGY: exrel
## SKIPPED: ['is_substituent_group_from', 'has_functional_parent', 'is_conjugate_acid_of', 'has_parent_hydride', 'has_part', 'is_enantiomer_of', 'has_role', 'is_conjugate_base_of', 'is_tautomer_of']
false_negative	11532192	25950	25958	terpenes	chebi	CHEBI:35186	terpenes
false_negative	11532192	25960	25967	Terpene	chebi	CHEBI:35186	terpenes
false_negative	11532192	26012	26020	terpenes	chebi	CHEBI:35186	terpenes
false_negative	11532192	31652	31663	Bicarbonate	chebi	CHEBI:17544	hydrogencarbonate
false_negative	11532192	35049	35054	water	chebi	CHEBI:15377	water
false_negative	11532192	38325	38329	acid	chebi	CHEBI:37527	acid
false_negative	11532192	38330	38337	alcohol	chebi	CHEBI:30879	alcohols
false_negative	11532192	38489	38498	phosphate	chebi	CHEBI:26020	phosphates
true_positive	11532192	12861	12871	anesthetic	chebi	CHEBI:38867	anaesthetic
true_positive	11532192	14633	14643	anesthetic	chebi	CHEBI:38867	anaesthetic
true_positive	11532192	14790	14800	anesthetic	chebi	CHEBI:38867	anaesthetic
true_positive	11532192	15175	15185	anesthetic	chebi	CHEBI:38867	anaesthetic
true_positive	11532192	23787	23797	anesthetic	chebi	CHEBI:38867	anaesthetic
false_negative	11532192	17083	17093	nucleotide	chebi	CHEBI:25613	nucleotidyl groups
false_negative	11532192	17386	17387	A	chebi	CHEBI:30756	adenine group
false_positive	11532192	17391	17392	G	chebi	CHEBI:30755	guanine group
true_positive	11532192	25770	25774	drug	chebi	CHEBI:23888	drug
true_positive	11532192	26045	26049	drug	chebi	CHEBI:23888	drug
true_positive	11532192	5742	5749	Pigment	chebi	CHEBI:26130	pigment
true_positive	11532192	32651	32658	pigment	chebi	CHEBI:26130	pigment
false_negative	11532192	38489	38498	phosphate	chebi	CHEBI:35780	phosphate ions
true_positive	11597317	1178	1183	amino	chebi	CHEBI:46882	amino group
true_positive	11597317	4631	4636	amino	chebi	CHEBI:46882	amino group
false_positive	11597317	1178	1183	amino	chebi	CHEBI:32952	amines
false_positive	11597317	4631	4636	amino	chebi	CHEBI:32952	amines
false_negative	11597317	1184	1189	acids	chebi	CHEBI:37527	acid
false_negative	11597317	4637	4641	acid	chebi	CHEBI:37527	acid
false_negative	11597317	1024	1031	protein	chebi	CHEBI:36080	proteins
false_negative	11597317	1164	1171	protein	chebi	CHEBI:36080	proteins
false_negative	11597317	1317	1324	protein	chebi	CHEBI:36080	proteins
false_negative	11597317	2162	2169	protein	chebi	CHEBI:36080	proteins
false_negative	11597317	2170	2177	protein	chebi	CHEBI:36080	proteins
false_negative	11597317	2526	2534	proteins	chebi	CHEBI:36080	proteins
