## STRATEGY: exrel
## SKIPPED: ['part_of', 'regulates', 'never_in_taxon', 'positively_regulates', 'negatively_regulates']
true_positive	11532192	612	617	aging	go_bpmf	GO:0007568	aging (ageing)
false_negative	11532192	1340	1350	regulation	go_bpmf	GO:0065007	biological regulation ()
false_negative	11532192	1673	1683	regulation	go_bpmf	GO:0065007	biological regulation ()
true_positive	11532192	1878	1888	cell death	go_bpmf	GO:0008219	cell death ()
true_positive	11532192	31664	31673	formation	go_bpmf	GO:0009058	biosynthetic process ({anabolism, synthesis, biosynthesis, formation})
true_positive	11532192	31705	31714	secretion	go_bpmf	GO:0046903	secretion ()
true_positive	11532192	31787	31796	secretion	go_bpmf	GO:0046903	secretion ()
true_positive	11532192	32214	32223	secretion	go_bpmf	GO:0046903	secretion ()
true_positive	11532192	32298	32307	secretion	go_bpmf	GO:0046903	secretion ()
true_positive	11532192	32545	32554	secretion	go_bpmf	GO:0046903	secretion ()
true_positive	11532192	34796	34802	vision	go_bpmf	GO:0007601	visual perception ({vision, sense of sight, sensory visual perception})
true_positive	11532192	35254	35259	aging	go_bpmf	GO:0007568	aging (ageing)
true_positive	11532192	36584	36589	aging	go_bpmf	GO:0007568	aging (ageing)
true_positive	11597317	4022	4031	formation	go_bpmf	GO:0009058	biosynthetic process ({anabolism, synthesis, biosynthesis, formation})
true_positive	11597317	13179	13188	formation	go_bpmf	GO:0009058	biosynthetic process ({anabolism, synthesis, biosynthesis, formation})
true_positive	11597317	428	450	recombinational repair	go_bpmf	GO:0000725	recombinational repair ()
true_positive	11597317	8781	8793	localization	go_bpmf	GO:0051179	localization ({establishment and maintenance of position, establishment and maintenance of localization})
true_positive	11597317	8868	8880	localization	go_bpmf	GO:0051179	localization ({establishment and maintenance of position, establishment and maintenance of localization})
true_positive	11597317	12228	12240	localization	go_bpmf	GO:0051179	localization ({establishment and maintenance of position, establishment and maintenance of localization})
true_positive	11597317	13282	13291	synthesis	go_bpmf	GO:0009058	biosynthetic process ({anabolism, synthesis, biosynthesis, formation})
