## STRATEGY: all
## SKIPPED: ['edited_from', 'contained_by', 'starts', 'genome_of', 'guides', 'processed_into', 'complete_evidence_for_feature', 'maximally_overlaps', 'homologous_to', 'similar_to', 'overlaps', 'translation_of', 'non_functional_homolog_of', 'sequence_of', 'translates_to', 'edited_to', 'has_quality', 'contains', 'lost', 'disconnected_from', 'is_consecutive_sequence_of', 'part_of', 'adjacent_to', 'integral_part_of', 'transcribed_to', 'position_of', 'started_by', 'has_part', 'recombined_from', 'derives_from', 'trans_spliced_to', 'member_of', 'trans_spliced_from', 'transcribed_from', 'guided_by', 'processed_from', 'finished_by', 'variant_of', 'has_origin', 'associated_with', 'exemplar_of', 'paralogous_to', 'orthologous_to', 'gained', 'finishes', 'partial_evidence_for_feature', 'evidence_for_feature', 'connects_on', 'recombined_to', 'has_integral_part']
true_positive	11532192	1513	1518	genes	so	SO:0000704	gene
false_positive	11532192	450	459	mutations	so	SO:0001059	sequence_alteration
false_positive	11532192	31842	31849	isoform	so	SO:0001060	sequence_variant
false_positive	11532192	1470	1479	Mutations	so	SO:0001059	sequence_alteration
false_positive	11532192	16799	16808	Mutations	so	SO:0001059	sequence_alteration
false_positive	11532192	33394	33403	mutations	so	SO:0001059	sequence_alteration
false_positive	11532192	18948	18956	mutation	so	SO:0001059	sequence_alteration
false_positive	11532192	20006	20014	mutation	so	SO:0001059	sequence_alteration
false_positive	11532192	21188	21196	mutation	so	SO:0001059	sequence_alteration
false_positive	11532192	29281	29289	mutation	so	SO:0001059	sequence_alteration
false_positive	11532192	30970	30978	mutation	so	SO:0001059	sequence_alteration
false_positive	11532192	32003	32011	mutation	so	SO:0001059	sequence_alteration
false_positive	11532192	886	894	mutation	so	SO:0001059	sequence_alteration
false_positive	11532192	1040	1048	mutation	so	SO:0001059	sequence_alteration
false_positive	11532192	21040	21048	mutation	so	SO:0000041	sequence_operation
false_positive	11532192	22478	22489	mutagenesis	so	SO:0000041	sequence_operation
true_positive	11532192	445	449	gene	so	SO:0000704	gene
true_positive	11532192	793	799	allele	so	SO:0001023	allele
true_positive	11532192	829	833	gene	so	SO:0000704	gene
true_positive	11532192	918	922	gene	so	SO:0000704	gene
true_positive	11532192	2156	2161	genes	so	SO:0000704	gene
true_positive	11532192	2317	2322	genes	so	SO:0000704	gene
true_positive	11532192	2712	2717	genes	so	SO:0000704	gene
true_positive	11532192	2762	2768	genome	so	SO:0001026	genome
true_positive	11532192	2920	2925	genes	so	SO:0000704	gene
true_positive	11532192	16747	16754	alleles	so	SO:0001023	allele
true_positive	11532192	16825	16829	gene	so	SO:0000704	gene
true_positive	11532192	16911	16915	gene	so	SO:0000704	gene
true_positive	11532192	16970	16974	gene	so	SO:0000704	gene
true_positive	11532192	17028	17035	alleles	so	SO:0001023	allele
true_positive	11532192	17066	17073	alleles	so	SO:0001023	allele
true_positive	11532192	17111	17119	promoter	so	SO:0000167	promoter
true_positive	11532192	17120	17126	region	so	SO:0000001	region
true_positive	11532192	17212	17220	sequence	so	SO:0000001	region
false_negative	11532192	17239	17248	insertion	so	SO:0000667	insertion
true_positive	11532192	17249	17255	allele	so	SO:0001023	allele
true_positive	11532192	17267	17273	allele	so	SO:0001023	allele
true_positive	11532192	17305	17313	sequence	so	SO:0000001	region
false_negative	11532192	17324	17333	insertion	so	SO:0000667	insertion
true_positive	11532192	17334	17340	allele	so	SO:0001023	allele
true_positive	11532192	17372	17384	substitution	so	SO:1000002	substitution
true_positive	11532192	17408	17412	exon	so	SO:0000147	exon
true_positive	11532192	17440	17444	base	so	SO:0001236	base
true_positive	11532192	17460	17468	promoter	so	SO:0000167	promoter
true_positive	11532192	17469	17475	region	so	SO:0000001	region
true_positive	11532192	17514	17520	allele	so	SO:0001023	allele
true_positive	11532192	17626	17633	alleles	so	SO:0001023	allele
true_positive	11532192	17688	17695	alleles	so	SO:0001023	allele
true_positive	11532192	17771	17777	allele	so	SO:0001023	allele
false_negative	11532192	17793	17802	insertion	so	SO:0000667	insertion
true_positive	11532192	17810	17818	promoter	so	SO:0000167	promoter
true_positive	11532192	17819	17825	region	so	SO:0000001	region
true_positive	11532192	17880	17886	allele	so	SO:0001023	allele
false_negative	11532192	17900	17909	insertion	so	SO:0000667	insertion
true_positive	11532192	18006	18016	Chromosome	so	SO:0000340	chromosome
true_positive	11532192	18024	18034	chromosome	so	SO:0000340	chromosome
true_positive	11532192	18135	18145	chromosome	so	SO:0000340	chromosome
true_positive	11532192	18294	18304	chromosome	so	SO:0000340	chromosome
true_positive	11532192	18613	18623	chromosome	so	SO:0000340	chromosome
true_positive	11532192	18802	18809	alleles	so	SO:0001023	allele
true_positive	11532192	19387	19395	genotype	so	SO:0001027	genotype
